3	4
6	8
5	12
9	12
8	15
12	16
7	24
15	20
10	24
20	21
18	24
16	30
21	28
12	35
15	36
24	32
9	40
27	36
14	48
30	40
24	45
20	48
28	45
33	44
40	42
36	48
11	60
16	63
25	60
33	56
39	52
32	60
42	56
48	55
24	70
21	72
45	60
30	72
48	64
18	80
13	84
36	77
40	75
51	68
60	63
39	80
54	72
35	84
57	76
65	72
